num_functions,num_loops,has_if,has_return,has_recursion,while_true,syntax_error,lines_of_code,avg_line_length,time_idle,edits_last_30s,cyclomatic_est,max_nesting_depth,num_recursion_calls,num_try,label_syntax_error,label_missing_base_case,label_infinite_loop,label_logic_error,label_idle_stuck
1,1,1,1,0,0,0,6,20.10076538339754,1,8,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,11.188942910157063,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,25.40611058055645,11,0,1,5,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.41938683053049,5,2,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,22.134445676755774,1,6,3,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,32,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,5,26.16586605596929,3,5,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,5.16565104291016,2,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,20.22882448818403,9,1,2,6,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,17.88689812318956,7,2,2,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,21.42854252937971,3,3,3,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,40,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,25.86428178203682,3,7,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,11.296533130378396,2,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,23.670282270673365,8,2,3,3,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.419842866757861,8,2,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,25.7580341041116,3,7,5,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,38,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,24.97208414194399,4,4,2,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,11.582545695111282,2,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,21.248601350065304,8,1,2,3,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,15.639969422878576,5,2,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,24.089391974996698,2,3,5,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,23,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,27.51999662452475,1,8,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6.031477735720409,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,22.89019178448544,20,0,2,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,13.166611420438256,8,2,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,21.180570760730387,1,3,6,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,29,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,27.5796604227954,4,6,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,8.195232778291208,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,25.600316867545246,15,2,3,6,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,14.675481672460203,4,3,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,26.01421429200409,3,7,6,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,35,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,18.774833538647357,2,4,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,11.251187829532217,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,19.850091837825495,19,0,3,3,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,14.44559621799952,7,2,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,26.6631293547239,4,7,3,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,48,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,27.427416574340967,2,6,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,6.535951442350053,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,21.110857625969025,18,2,2,3,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,17.884331865113538,7,1,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,25.30399805468929,1,6,4,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,29,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,20.601563139193047,2,4,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,10.328607955258189,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,20.018172254259046,9,1,1,6,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,13.34533299431849,3,3,2,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,21.594885458900265,1,7,4,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,26,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,24.694588446199106,4,4,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,6.174524003574616,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,24.22233508940346,10,1,1,6,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,15.454780370474484,6,2,4,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,24.736782889998818,2,3,5,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,54,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,18.410691302061363,4,6,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,8.541725527739546,3,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,24.578647344720466,9,1,2,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.612922870046063,8,3,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,26.465593750454047,4,6,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,38,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,20.45495169093691,0,5,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,8.988947512748256,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,21.954452028927378,13,0,2,3,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,14.042033058985702,7,3,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,24.13301801371947,2,3,4,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,49,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,25.581646534824664,5,6,4,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,10.550530076926222,1,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,21.235209029423423,11,1,3,6,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,15.320837730061498,5,2,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,22.814484220913346,4,5,5,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,32,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,25.212843313260695,2,3,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6.51469247915024,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,25.844085043700105,11,1,1,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.084890203536382,7,1,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,24.426871734388868,2,6,3,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,54,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,22.6939694493051,3,5,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,11.587445177376722,4,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,21.205659538015517,9,2,3,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.866852457650285,5,1,2,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,26.115547562609553,2,7,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,46,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,26.6016666582618,3,5,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,11.720761442040093,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,20.11716900232006,9,0,1,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,12.939195692658828,6,2,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,22.33007431224822,2,5,5,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,22,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,20.334238061600256,2,8,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,5.8034341172273205,2,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,25.267291561700848,10,0,1,3,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,16.49374633241774,7,2,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,25.50942392969675,4,5,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,23,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,18.39860784183613,3,8,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,5.6392882064168965,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,25.99657933501961,18,1,3,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,15.113783045925624,6,2,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,25.078277755632694,4,3,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,44,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,21.210582559565715,0,4,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,8.468283146750364,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,21.638607268813836,13,1,2,2,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,16.949563219612205,3,3,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,20.43363268301383,3,7,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,21,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,5,20.670562382729326,1,5,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,5.202086097091643,5,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,20.48600110714668,8,2,2,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.7686873650727,3,3,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,24.070976120556093,3,6,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,33,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,23.512650768804697,3,4,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6.9337318197542865,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,24.564395785484628,12,2,2,6,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,14.937842079934207,4,2,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,22.659519645685997,4,6,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,33,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,21.82970848929602,3,3,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,11.394011174737381,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,21.96262919693139,8,0,3,6,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,17.245142244325848,6,1,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,25.77955062056514,4,4,3,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,34,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,24.23259400521998,3,8,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,11.015395289177867,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,24.97906413918829,8,2,1,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,17.525574592681778,4,3,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,26.082957543954123,1,6,4,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,19,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,21.24374666781302,0,5,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,6.0189885698957895,5,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,19.359869192544778,9,2,2,6,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.986003514207706,7,1,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,23.676563993413847,1,6,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,22,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,27.45235634934646,4,5,4,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,6.750687570853909,3,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,24.826683669281486,9,0,2,6,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,13.775234341294707,8,2,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,22.19584304142582,1,7,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,32,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,26.019319575452876,1,8,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,10.28904126619174,2,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,25.227229632583743,18,0,2,5,1,0,0,1,0,1,0
0,1,0,0,0,1,0,4,14.189167398170818,4,1,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,21.405120563554455,2,7,5,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,28,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,27.14048953538312,3,5,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,8.278319721968867,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,24.881124775190575,19,2,2,6,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.744091811533625,3,2,4,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,22.948685268928312,3,7,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,24,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,20.33821902211583,0,7,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,6.54957040051793,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,25.275101107423136,12,2,2,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,17.677569197291678,5,2,2,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,27.09807446822802,2,6,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,60,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,24.964839916376327,4,6,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,9.584453282454248,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,25.512424525709243,12,0,3,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,14.6681751586745,4,2,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,24.35572689185716,3,3,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,30,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,27.490107882621373,3,3,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,9.476450429707928,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,19.94855117731219,10,2,1,2,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,15.518298501489372,4,2,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,22.218198767805465,2,4,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,25,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,26.66447888506801,1,3,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,7.266400233734157,2,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,19.014068349702242,14,2,1,2,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,16.668102235885215,7,3,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,21.77239805134628,1,7,5,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,59,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,18.60825407494506,3,6,3,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,9.986809204279673,4,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,20.576894557970608,10,0,1,4,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,15.512188131288728,8,2,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,22.35918196759912,4,3,3,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,45,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,26.88091021988493,3,5,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,10.10728755344153,3,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,23.32086290448247,13,0,3,5,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.990631330849126,3,2,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,26.49415428221914,1,7,5,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,44,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,26.736073722343185,3,8,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,7.187142293613578,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,19.237841406866092,15,0,1,4,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.68931188118185,5,3,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,27.796372817005665,1,7,5,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,29,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,25.026987728656046,2,5,3,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,11.089038945755068,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,18.556683369986693,19,2,1,2,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,13.290797280201065,6,2,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,22.49309895763373,3,7,3,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,27,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,5,25.544358791249856,0,8,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,9.63357084965783,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,21.313469903061797,11,2,1,4,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,13.699478820482696,8,3,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,20.36333890083542,4,7,3,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,31,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,27.45324087226644,1,5,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,5.054109345985184,4,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,21.04165956572189,19,0,3,6,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.432452979552947,8,1,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,27.3692994760193,3,7,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,58,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,20.895152055857583,3,3,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,8.220678313256661,3,1,1,1,0,0,1,0,0,0,0
